
22	417
22	576
23	352
23	448
24	34
24	38
24	65
24	96
24	516
24	661
24	772
24	807
24	976
25	33
25	34
25	36
25	128
25	132
25	306
25	544
25	598
25	648
25	769
25	848
26	4
26	140
26	256
26	261
26	517
26	545
26	663
27	289
27	680
27	840
27	976
28	69
28	224
28	386
28	897
28	960
29	576
30	169
30	320
30	337
32	72
32	100
32	134
32	166
32	188
32	196
32	201
32	232
32	256
32	263
32	269
32	325
32	328
32	344
32	385
32	392
32	411
32	511
32	528
32	576
32	599
32	650
32	708
32	723
32	741
32	771
32	780
32	784
32	786
32	789
32	859
32	905
32	912
32	933
32	1020
33	10
33	18
33	67
33	68
33	128
33	146
33	236
33	264
33	332
33	380
33	396
33	432
33	512
33	518
33	780
33	788
33	858
33	963
34	81
34	88
34	148
34	157
34	257
34	277
34	387
34	453
34	726
34	809
35	0
35	64
35	512
35	592
35	974
36	11
36	18
36	50
36	121
36	128
36	130
36	152
36	387
36	488
36	520
36	595
36	704
36	707
36	906
36	963
37	154
37	167
37	280
37	386
37	648
37	976
37	980
38	4
38	49
38	264
38	276
38	281
38	593
38	768
38	858
39	386
39	836
40	17
40	20
40	467
40	528
40	576
40	642
40	694
40	707
40	720
40	768
40	784
40	912
40	919
40	992
41	16
41	28
41	48
41	144
41	276
41	512
41	610
42	192
42	388
42	512
43	136
44	8
44	16
44	80
44	322
44	641
44	897
44	914
44	962
45	0
45	64
45	258
45	264
45	528
45	642
45	913
46	66
46	192
46	216
46	272
46	465
46	640
48	9
48	263
48	324
48	329
48	514
48	521
48	584
48	855
48	900
49	872
50	109
50	133
50	265
50	516
50	613
50	768
51	328
52	16
52	264
52	283
52	285
52	581
52	904
52	966
53	0
53	323
53	578
53	835
53	850
54	386
54	652
54	777
56	0
56	274
56	321
56	708
56	960
57	420
57	834
57	898
58	196
58	577
60	323
60	324
64	13
64	15
64	16
64	18
64	62
64	130
64	131
64	148
64	173
64	174
64	256
64	259
64	270
64	273
64	277
64	289
64	390
64	408
64	453
64	513
64	664
64	738
64	771
64	777
64	800
64	801
64	816
64	817
64	896
65	2
65	28
65	36
65	41
65	118
65	136
65	156
65	158
65	160
65	166
65	180
65	257
65	272
65	390
65	400
65	512
65	518
65	626
65	676
65	804
65	1020
66	32
66	276
66	297
66	526
66	565
66	772
66	796
67	277
67	454
67	520
67	698
67	704
67	828
67	872
68	35
68	42
68	56
68	130
68	144
68	162
68	513
68	539
68	555
68	968
69	16
69	792
70	58
70	393
71	88
71	137
71	144
71	156
71	896
72	51
72	95
72	164
72	262
72	276
72	281
72	385
72	644
73	16
73	132
73	176
73	177
73	288
73	558
73	678
74	13
74	32
74	33
74	79
74	133
74	168
74	419
74	640
75	48
75	530
75	880
76	17
76	183
76	208
76	512
76	674
76	688
76	800
76	816
77	290
77	688
78	673
78	688
78	793
79	0
79	801
80	4
80	5
80	160
80	192
80	295
80	305
80	448
80	545
80	802
80	830
81	524
81	554
81	591
81	615
81	804
82	41
82	161
82	260
82	320
83	137
83	772
84	5
84	131
84	640
84	878
84	940
85	136
85	384
85	430
85	808
85	906
86	553
87	264
88	1
88	6
88	32
88	131
88	423
88	578
88	582
88	916
89	290
90	679
90	901
90	932
91	128
92	386
93	258
94	0
94	768
95	33
95	160
96	8
96	196
96	259
96	284
96	392
96	396
96	531
96	533
96	534
96	543
96	657
96	781
97	135
97	440
97	514
97	646
98	400
98	512
99	524
99	688
99	801
99	900
100	65
100	148
100	642
101	8
101	82
102	133
102	640
102	868
103	272
103	530
103	912
104	147
104	257
104	260
104	268
104	308
104	418
104	512
104	532
105	2
105	32
105	56
105	64
105	240
105	264
105	274
105	690
108	2
108	160
108	651
110	1
112	0
112	10
112	131
112	390
112	521
112	653
113	512
113	538
113	769
113	846
114	387
114	696
116	320
116	520
117	72
120	132
120	324
121	259
121	708
121	769
123	385
128	2
128	15
128	25
128	26
128	37
128	54
128	57
128	76
128	98
128	135
128	163
128	173
128	176
128	187
128	316
128	322
128	333
128	343
128	351
128	362
128	370
128	410
128	464
128	522
128	558
128	570
128	589
128	784
128	789
129	0
129	21
129	32
129	58
129	182
129	512
129	530
129	575
129	955
129	982
130	17
130	95
130	116
130	256
130	272
130	274
130	534
130	540
130	561
130	577
130	581
130	590
130	821
130	841
130	860
130	864
130	869
131	48
131	49
131	103
131	332
131	544
131	600
131	612
131	617
132	272
132	274
132	307
132	320
132	339
132	375
132	512
132	576
132	578
132	595
132	626
132	658
133	2
133	34
133	82
133	330
133	384
133	832
133	841
134	10
134	88
134	260
134	304
134	528
134	840
134	864
135	32
135	336
135	776
136	4
136	21
136	50
136	55
136	256
136	263
136	306
136	341
136	386
136	580
137	22
137	308
137	570
137	592
137	626
137	832
138	33
138	69
138	264
138	353
138	673
138	851
139	34
139	544
139	563
139	692
139	816
140	64
140	83
140	112
140	514
141	3
141	296
141	824
142	17
142	97
142	130
142	352
144	0
144	34
144	45
144	102
144	156
144	296
144	353
144	515
144	519
144	576
145	2
145	40
145	68
145	72
145	430
145	516
145	547
145	618
146	77
146	81
146	171
146	300
146	385
146	576
147	336
147	338
147	384
148	33
148	321
148	329
148	557
148	665
148	747
148	768
149	0
149	67
149	514
149	608
150	616
150	737
151	268
151	297
151	872
152	3
152	259
152	514
152	536
152	834
152	838
153	294
154	70
154	81
154	258
154	353
155	552
155	589
157	0
158	1
160	11
160	34
160	38
160	69
160	157
160	194
160	316
160	524
160	666
160	924
160	968
161	106
161	128
161	293
161	347
161	772
161	778
161	808
161	962
162	24
162	80
162	204
162	262
162	281
162	345
163	323
163	720
163	792
164	9
164	16
164	18
164	270
164	642
165	259
165	386
165	394
165	610
165	888
166	577
167	256
167	258
168	2
168	257
168	320
168	532
168	769
169	22
169	324
170	512
170	776
171	256
171	578
171	768
171	854
172	88
173	322
174	80
175	528
176	6
176	69
176	82
176	213
176	263
176	320
176	584
176	806
176	825
177	4
177	261
177	328
177	580
177	590
178	328
180	137
181	8
182	0
182	8
182	393
182	515
182	776
183	165
184	513
184	780
186	256
186	772
187	4
188	582
188	771
192	2
192	26
192	49
192	57
192	82
192	211
192	264
192	515
192	530
192	788
193	8
193	44
193	554
193	861
193	912
194	0
194	17
194	48
194	265
194	316
194	877
194	880
195	12
195	24
195	544
195	552
195	936
196	19
196	49
196	177
196	272
196	304
196	309
196	376
196	622
196	640
196	681
197	25
197	512
197	810
198	1
198	354
198	776
198	792
199	429
200	21
200	34
200	99
200	513
200	551
200	694
200	773
200	789
201	917
202	4
202	281
202	772
203	900
204	16
205	32
206	112
207	305
207	593
208	4
208	36
208	99
208	282
208	320
208	321
208	550
209	554
209	768
209	770
210	518
210	772
211	298
211	521
212	35
212	130
212	994
213	0
213	4
213	914
214	144
214	320
214	585
216	54
217	522
217	806
224	1
224	14
224	25
224	184
224	272
224	276
224	512
224	596
225	8
225	9
225	340
225	388
225	530
226	31
228	51
228	300
228	768
228	778
228	793
229	140
229	162
229	547
229	588
232	263
232	283
232	533
232	548
233	68
233	580
235	392
235	768
237	258
240	365
240	546
241	260
244	137
244	768
245	267
246	0
246	266
247	0
248	4
249	4
250	770
255	1
256	2
256	8
256	15
256	24
256	43
256	48
256	53
256	79
256	82
256	96
256	109
256	132
256	140
256	151
256	159
256	208
256	234
256	238
256	289
256	480
256	512
256	538
256	569
256	576
256	593
256	613
256	650
256	682
256	709
256	721
257	18
257	208
257	234
257	548
257	650
257	832
257	840
258	11
258	72
258	76
258	80
258	86
258	119
258	140
258	181
258	224
258	241
258	261
258	468
258	522
258	532
258	589
258	613
258	660
258	695
258	764
258	897
259	2
259	84
259	142
259	584
259	748
260	10
260	11
260	18
260	32
260	35
260	64
260	188
260	330
260	581
260	589
260	642
260	672
260	704
261	42
261	78
261	122
261	568
261	712
261	721
262	1
262	4
262	64
262	96
262	168
262	193
262	265
262	288
262	520
262	696
263	114
264	0
264	23
264	35
264	40
264	55
264	168
264	180
264	193
264	243
264	304
264	404
264	514
264	641
264	690
264	694
264	919
265	0
265	8
265	32
265	53
265	515
265	680
266	134
266	196
266	240
266	552
266	673
266	784
267	181
267	224
267	580
267	800
268	24
268	82
268	97
268	98
268	128
268	200
268	291
268	534
268	578
268	614
268	801
269	10
269	128
269	162
269	176
270	288
271	64
272	6
272	8
272	40
272	45
272	207
272	324
272	512
272	524
272	555
272	611
272	642
272	644
272	648
272	729
273	32
273	128
273	550
273	676
274	51
274	96
274	141
274	155
274	512
274	661
275	8
275	680
275	690
276	32
276	192
276	625
276	874
277	33
277	80
277	210
277	282
277	552
278	96
278	234
280	4
280	64
280	161
280	514
280	580
280	581
280	640
281	104
281	374
282	80
282	640
284	608
285	432
285	594
286	392
286	769
286	907
287	130
288	1
288	7
288	8
288	18
288	22
288	24
288	218
288	512
288	535
288	643
289	458
289	526
290	16
290	37
290	69
290	132
290	208
290	256
290	640
290	992
291	4
291	204
291	213
292	33
292	578
292	755
293	8
293	90
293	464
293	722
294	197
294	536
296	5
296	565
296	653
297	376
297	514
297	960
298	715
300	73
300	722
300	723
302	144
302	200
302	248
302	601
304	128
304	129
304	529
304	724
305	20
305	69
305	78
305	576
305	714
306	0
306	4
306	13
306	601
306	707
306	776
307	12
308	42
308	465
308	641
308	674
308	712
310	224
311	169
312	512
312	598
313	512
314	4
314	276
316	64
316	518
320	16
320	22
320	39
320	44
320	67
320	129
320	142
320	150
320	186
320	436
320	512
320	515
320	524
320	531
320	560
320	664
320	665
321	16
321	522
321	530
321	641
321	682
322	40
322	41
322	48
322	141
322	153
322	384
322	648
323	6
323	56
323	161
323	320
323	644
324	15
324	177
324	179
324	520
324	529
324	568
324	801
324	984
325	4
325	531
326	145
326	512
327	292
327	352
327	520
328	32
328	100
328	515
328	549
328	644
328	663
328	773
328	933
329	99
329	339
329	516
330	0
330	705
331	166
331	389
331	562
332	68
332	192
332	674
334	80
334	185
337	170
337	590
338	49
339	0
339	576
340	35
340	98
341	0
341	160
342	41
342	648
344	22
344	112
344	181
344	740
345	44
346	128
348	11
348	32
348	160
352	16
352	210
352	576
352	643
352	666
352	781
353	16
353	136
353	152
353	642
354	25
354	29
354	72
354	284
354	516
354	652
355	130
355	536
356	513
356	527
356	565
357	0
357	4
357	128
360	48
360	131
360	668
361	137
361	140
361	529
364	284
365	128
367	176
368	12
368	30
368	261
368	845
369	149
371	0
372	192
372	529
373	640
373	768
377	0
382	545
384	12
384	32
384	50
384	53
384	57
384	80
384	106
384	112
384	528
384	552
384	584
384	800
384	807
385	31
385	106
386	1
386	5
386	12
386	586
386	598
386	785
387	14
387	96
387	356
387	700
387	704
388	66
388	656
389	58
389	66
390	24
390	33
390	56
390	352
391	581
392	6
392	574
392	580
392	640
392	644
394	76
395	4
395	342
396	530
397	514
398	16
398	233
399	272
400	4
400	32
400	66
400	548
400	589
401	44
401	270
402	107
402	108
402	112
403	1
404	257
405	592
406	72
406	545
407	357
408	0
408	33
408	516
409	197
409	512
410	104
410	320
413	42
416	516
416	517
416	534
416	708
417	92
417	152
417	602
418	92
418	194
418	217
418	524
418	536
419	522
420	16
420	321
420	857
421	592
422	0
424	535
424	641
426	4
426	281
427	104
427	256
428	96
428	523
429	262
430	577
432	74
432	842
433	136
433	586
434	76
437	0
438	73
438	74
438	92
440	18
442	64
448	48
448	104
448	129
448	268
449	34
449	50
449	244
449	312
449	534
449	800
450	33
450	81
450	525
451	804
451	807
452	528
452	813
453	8
454	0
454	24
454	292
454	729
456	27
456	32
456	35
456	69
456	520
457	112
458	512
459	16
462	36
464	77
464	524
465	133
466	72
468	7
468	47
469	8
474	81
475	36
478	0
480	4
480	144
480	642
481	552
482	29
482	540
485	4
485	136
489	132
490	837
492	18
492	210
498	522
501	512
504	7
505	514
509	576
512	34
512	68
512	94
512	95
512	100
512	122
512	129
512	130
512	144
512	146
512	154
512	182
512	218
512	226
512	236
512	244
512	248
512	249
512	258
512	306
512	348
512	372
512	374
512	394
512	453
512	474
512	513
512	518
512	586
512	640
512	668
512	784
512	839
512	929
513	48
513	106
513	128
513	146
513	162
513	176
513	196
513	374
513	394
513	399
513	427
513	634
513	668
513	737
514	99
514	131
514	132
514	140
514	165
514	177
514	284
514	289
514	397
514	400
514	792
514	932
514	936
515	120
515	176
515	192
515	320
515	412
515	442
515	500
516	40
516	141
516	162
516	168
516	179
516	393
516	480
517	16
517	56
517	96
517	154
517	186
517	328
517	344
518	28
518	72
518	93
518	208
518	512
519	92
519	176
519	304
519	412
519	488
519	682
520	13
520	55
520	64
520	113
520	142
520	148
520	208
520	210
520	257
520	323
520	416
520	547
521	162
521	264
521	520
521	692
521	844
522	176
522	304
522	449
522	809
523	36
523	68
523	329
523	368
523	384
523	768
523	948
524	16
524	80
524	292
524	412
524	1008
525	354
525	386
526	8
526	21
526	85
527	258
528	70
528	74
528	112
528	193
528	204
528	228
528	236
528	268
528	320
528	387
528	388
528	472
528	484
528	516
528	618
528	800
529	105
529	130
529	579
529	652
529	844
530	65
530	200
530	265
530	292
530	449
531	130
531	160
531	228
531	780
532	1
532	64
532	65
532	160
532	166
532	192
532	331
532	419
532	708
532	809
533	96
533	316
534	200
534	676
535	170
535	264
536	273
536	387
536	424
536	741
536	898
537	2
537	132
537	388
538	1
538	32
539	82
539	260
540	46
540	129
540	385
541	198
541	290
542	57
542	80
542	240
543	112
544	8
544	24
544	67
544	74
544	76
544	84
544	86
544	88
544	118
544	197
544	322
544	367
544	400
544	448
544	598
544	682
545	66
545	70
545	136
545	405
546	25
546	30
546	176
546	240
546	665
547	268
547	392
547	452
548	34
548	64
548	170
548	217
548	368
548	924
549	450
550	19
550	320
550	520
551	66
551	300
551	362
552	64
552	70
552	256
552	278
552	279
552	532
553	0
553	2
553	580
554	160
555	336
556	528
558	49
558	404
559	96
559	380
560	64
561	4
561	64
561	76
561	90
561	130
561	204
561	392
561	673
562	69
562	393
563	328
563	908
564	268
565	280
565	320
565	328
566	61
566	969
567	676
568	102
570	1
570	13
570	81
571	256
572	384
576	5
576	18
576	35
576	40
576	130
576	288
576	315
576	318
577	3
577	32
577	68
577	136
577	278
577	280
577	422
577	512
577	528
578	29
578	80
578	128
578	183
578	277
578	397
578	908
579	0
579	92
579	164
579	404
579	429
579	572
579	648
580	32
580	56
580	121
580	138
580	162
580	256
580	337
580	430
581	2
581	240
581	310
581	438
582	48
582	64
582	393
582	536
582	764
583	48
583	169
584	18
584	22
584	33
584	56
584	148
584	149
584	183
584	271
584	280
585	4
585	16
585	54
585	180
585	276
586	388
588	33
588	43
588	51
588	144
588	314
590	49
591	400
592	36
592	256
592	264
592	652
593	2
593	162
593	286
593	386
593	431
593	523
593	828
594	173
594	440
594	658
596	41
597	904
598	265
600	162
602	0
603	5
603	164
608	263
608	281
608	385
609	146
609	148
609	245
610	0
610	137
610	388
611	32
612	144
612	393
612	403
612	468
612	512
612	944
613	336
614	282
614	337
614	384
616	5
616	589
619	0
619	4
619	276
621	64
622	256
624	1
624	10
624	13
624	139
624	896
624	1011
625	6
625	10
626	13
626	265
629	139
632	132
640	0
640	24
640	48
640	62
640	226
640	261
640	274
640	312
640	338
641	100
641	109
641	202
641	240
641	266
641	292
641	328
641	524
642	66
642	99
642	334
642	538
643	260
644	50
644	58
644	66
644	144
644	331
644	627
645	57
645	66
645	210
646	6
646	17
646	257
646	312
646	512
648	18
648	38
648	295
648	322
649	64
649	803
650	16
650	48
650	246
650	420
650	768
651	352
652	48
652	66
652	291
653	194
653	266
655	64
656	4
656	78
656	79
656	101
656	321
657	262
657	270
657	296
658	21
658	265
658	305
659	134
660	323
660	459
661	98
661	768
662	9
662	64
664	65
664	321
665	64
667	320
668	90
668	162
670	297
672	5
672	16
672	111
672	345
674	332
675	0
678	2
680	17
680	51
680	54
681	2
684	2
684	843
684	873
688	12
688	135
689	10
690	37
692	64
696	452
698	68
698	272
698	833
702	576
704	8
704	18
704	24
704	266
704	298
704	414
704	792
704	851
705	58
705	263
705	436
707	4
707	20
707	40
707	772
708	115
708	295
708	808
709	0
709	280
710	16
710	18
710	42
712	65
712	261
712	545
713	0
713	102
714	50
715	0
715	896
716	274
717	944
718	832
719	48
720	12
721	298
722	49
722	163
722	803
723	265
724	137
728	305
728	307
729	256
729	294
732	32
737	578
738	413
740	8
742	513
744	651
745	258
745	278
750	1
752	261
755	0
755	512
761	258
768	11
768	33
768	44
768	56
768	64
768	66
768	72
768	86
768	114
768	144
768	149
768	152
768	155
768	192
768	195
768	268
768	389
768	722
768	896
769	24
769	72
769	140
769	392
769	400
769	516
769	648
770	17
770	92
770	112
770	129
770	143
770	176
770	192
771	34
771	156
771	188
771	524
772	17
772	40
772	338
772	626
773	60
773	130
773	202
774	179
774	196
775	72
775	200
776	2
776	16
776	53
776	72
776	80
776	83
776	98
776	111
776	178
776	243
776	515
776	528
776	544
777	19
777	200
778	36
778	209
779	21
779	128
779	500
780	9
780	406
781	16
781	371
782	256
784	6
784	64
784	226
784	502
784	519
785	1
785	4
785	44
785	128
785	470
785	816
786	29
786	296
787	32
788	96
788	200
790	64
792	0
792	528
793	2
793	161
795	192
796	161
797	160
798	57
800	17
800	28
800	33
800	132
800	153
800	194
800	257
800	273
800	516
800	522
800	664
801	84
801	172
802	20
802	64
802	173
803	24
804	641
805	32
805	336
805	939
806	82
807	92
808	72
810	64
810	81
810	711
811	68
812	197
816	68
816	262
817	132
817	650
821	257
822	193
824	96
824	131
825	68
825	604
826	0
832	32
832	128
832	129
832	142
832	183
832	280
832	448
832	651
833	272
833	294
834	305
835	76
836	130
837	635
839	9
839	128
840	20
840	385
841	16
843	178
844	128
848	6
848	79
848	128
848	180
848	426
850	642
856	3
856	266
858	612
864	9
864	16
864	21
864	288
865	311
868	144
868	281
869	264
872	64
872	144
873	8
873	129
876	673
881	130
882	137
884	129
884	141
884	257
888	131
896	28
896	47
896	65
896	96
896	136
896	456
896	652
897	20
897	26
897	136
897	549
898	76
898	81
898	168
900	90
900	130
902	72
902	90
902	112
902	161
904	38
904	80
904	610
905	2
906	146
907	532
909	82
910	16
912	204
912	299
912	585
918	196
920	34
921	32
922	100
925	512
928	2
929	198
944	388
945	2
946	192
947	621
952	7
952	258
954	357
957	67
960	18
961	467
962	4
962	76
962	553
963	4
966	8
971	820
972	24
972	256
976	15
984	32
988	272
992	1
992	43
994	4
996	129
1000	130
1004	144
1009	4
1010	649
1011	80
