TimeStamp;NodeID;NodeCount;Schema;SF;WorkerCount;Item name;CPU ns;USER ns;BLOCKED#;BLOCKED ns;WAITED#;WAITED ns;SUMM all times;Running %;Running total%
1387106473919;1;1;item;5000.0;1;ALL#worker#0;1541900000000;1389480000000;0;0;4;3000000;1541903000000;100.0;99.581
1387106473919;1;1;item;5000.0;1;All#PausedThread;0;0;0;0;0;0;0;0.0;1.0
1387106473919;1;1;item;5000.0;1;pdgf.core.dataGenerator.scheduler.DefaultScheduler#OS_ORDER;0;0;0;0;0;0;0;0.0;1.0
1387106473919;1;1;item;5000.0;1;pdgf.core.dataGenerator.scheduler.DefaultScheduler#OS_ORDER_ITEM;0;0;0;0;0;0;0;0.0;1.0
1387106473919;1;1;item;5000.0;1;pdgf.core.dataGenerator.worker.RowWorker#worker#0;1541900000000;1389480000000;0;0;4;3000000;1541903000000;100.0;99.581
1387108750835;1;1;item;134.0;1;ALL#SCHEDULERS;0;0;0;0;0;0;0;0.0;1.0
1387108750835;1;1;item;134.0;1;ALL#worker#0;41780000000;37840000000;0;0;4;3209000000;44989000000;92.867;88.027
1387108750835;1;1;item;134.0;1;All#PausedThread;3200000000;0;0;0;0;0;3200000000;100.0;7.666
1387108750835;1;1;item;134.0;1;pdgf.core.dataGenerator.scheduler.DefaultScheduler#OS_ORDER;0;0;0;0;0;0;0;0.0;1.0
1387108750835;1;1;item;134.0;1;pdgf.core.dataGenerator.scheduler.DefaultScheduler#OS_ORDER_ITEM;0;0;0;0;0;0;0;0.0;1.0
1387108750835;1;1;item;134.0;1;pdgf.core.dataGenerator.worker.RowWorker#worker#0;41780000000;37840000000;0;0;4;3209000000;44989000000;92.867;88.027
1387108858805;1;1;item;150.0;1;ALL#SCHEDULERS;0;0;0;0;0;0;0;0.0;1.0
1387108858805;1;1;item;150.0;1;ALL#worker#0;45970000000;41290000000;0;0;4;103000000;46073000000;99.776;99.117
1387108858805;1;1;item;150.0;1;All#PausedThread;90000000;0;0;0;0;0;90000000;100.0;1.192
1387108858805;1;1;item;150.0;1;pdgf.core.dataGenerator.scheduler.DefaultScheduler#OS_ORDER;0;0;0;0;0;0;0;0.0;1.0
1387108858805;1;1;item;150.0;1;pdgf.core.dataGenerator.scheduler.DefaultScheduler#OS_ORDER_ITEM;0;0;0;0;0;0;0;0.0;1.0
1387108858805;1;1;item;150.0;1;pdgf.core.dataGenerator.worker.RowWorker#worker#0;45970000000;41290000000;0;0;4;103000000;46073000000;99.776;99.117
1387109701827;1;1;item;1500.0;1;ALL#SCHEDULERS;0;0;0;0;0;0;0;0.0;1.0
1387109701827;1;1;item;1500.0;1;ALL#worker#0;461860000000;415910000000;0;0;4;112000000;461972000000;99.976;99.55
1387109701827;1;1;item;1500.0;1;All#PausedThread;100000000;0;0;0;0;0;100000000;100.0;1.021
1387109701827;1;1;item;1500.0;1;pdgf.core.dataGenerator.scheduler.DefaultScheduler#OS_ORDER;0;0;0;0;0;0;0;0.0;1.0
1387109701827;1;1;item;1500.0;1;pdgf.core.dataGenerator.scheduler.DefaultScheduler#OS_ORDER_ITEM;0;0;0;0;0;0;0;0.0;1.0
1387109701827;1;1;item;1500.0;1;pdgf.core.dataGenerator.worker.RowWorker#worker#0;461860000000;415910000000;0;0;4;112000000;461972000000;99.976;99.55
1387115541094;1;1;item;15000.0;1;ALL#SCHEDULERS;0;0;0;0;0;0;0;0.0;1.0
1387115541094;1;1;item;15000.0;1;ALL#worker#0;4817670000000;4300390000000;0;0;4;336000000;4818006000000;99.993;98.477
1387115541094;1;1;item;15000.0;1;All#PausedThread;280000000;0;0;0;0;0;280000000;100.0;1.006
1387115541094;1;1;item;15000.0;1;pdgf.core.dataGenerator.scheduler.DefaultScheduler#OS_ORDER;0;0;0;0;0;0;0;0.0;1.0
1387115541094;1;1;item;15000.0;1;pdgf.core.dataGenerator.scheduler.DefaultScheduler#OS_ORDER_ITEM;0;0;0;0;0;0;0;0.0;1.0
1387115541094;1;1;item;15000.0;1;pdgf.core.dataGenerator.worker.RowWorker#worker#0;4817670000000;4300390000000;0;0;4;336000000;4818006000000;99.993;98.477
1387251498900;1;1;item;1500.0;1;ALL#SCHEDULERS;0;0;0;0;0;0;0;0.0;1.0
1387251498900;1;1;item;1500.0;1;ALL#worker#0;474770000000;429390000000;0;0;4;3000000;474773000000;99.999;98.444
1387251498900;1;1;item;1500.0;1;All#PausedThread;0;0;0;0;0;0;0;0.0;1.0
1387251498900;1;1;item;1500.0;1;pdgf.core.dataGenerator.scheduler.DefaultScheduler#OS_ORDER;0;0;0;0;0;0;0;0.0;1.0
1387251498900;1;1;item;1500.0;1;pdgf.core.dataGenerator.scheduler.DefaultScheduler#OS_ORDER_ITEM;0;0;0;0;0;0;0;0.0;1.0
1387251498900;1;1;item;1500.0;1;pdgf.core.dataGenerator.worker.RowWorker#worker#0;474770000000;429390000000;0;0;4;3000000;474773000000;99.999;98.444
1387280722386;1;1;item;70000.0;1;ALL#SCHEDULERS;0;0;0;0;0;0;0;0.0;1.0
1387280722386;1;1;item;70000.0;1;ALL#worker#0;23331710000000;20806590000000;1;3000000;4;284000000;23331997000000;99.999;97.424
1387280722386;1;1;item;70000.0;1;All#PausedThread;0;0;0;0;0;0;0;0.0;1.0
1387280722386;1;1;item;70000.0;1;pdgf.core.dataGenerator.scheduler.DefaultScheduler#OS_ORDER;0;0;0;0;0;0;0;0.0;1.0
1387280722386;1;1;item;70000.0;1;pdgf.core.dataGenerator.scheduler.DefaultScheduler#OS_ORDER_ITEM;0;0;0;0;0;0;0;0.0;1.0
1387280722386;1;1;item;70000.0;1;pdgf.core.dataGenerator.worker.RowWorker#worker#0;23331710000000;20806590000000;1;3000000;4;284000000;23331997000000;99.999;97.424
1392187539989;1;1;item;1000.0;1;ALL#SCHEDULERS;0;0;0;0;0;0;0;0.0;1.0
1392187539989;1;1;item;1000.0;1;ALL#worker#0;315120000000;284490000000;0;0;4;3000000;315123000000;99.999;97.675
1392187539989;1;1;item;1000.0;1;All#PausedThread;0;0;0;0;0;0;0;0.0;1.0
1392187539989;1;1;item;1000.0;1;pdgf.core.dataGenerator.scheduler.DefaultScheduler#OS_ORDER;0;0;0;0;0;0;0;0.0;1.0
1392187539989;1;1;item;1000.0;1;pdgf.core.dataGenerator.scheduler.DefaultScheduler#OS_ORDER_ITEM;0;0;0;0;0;0;0;0.0;1.0
1392187539989;1;1;item;1000.0;1;pdgf.core.dataGenerator.worker.RowWorker#worker#0;315120000000;284490000000;0;0;4;3000000;315123000000;99.999;97.675
1392256324915;1;1;item;1000.0;1;ALL#SCHEDULERS;0;0;0;0;0;0;0;0.0;1.0
1392256324915;1;1;item;1000.0;1;ALL#worker#0;445200000000;382190000000;0;0;2;1000000;445201000000;100.0;79.148
1392256324915;1;1;item;1000.0;1;pdgf.core.dataGenerator.scheduler.DefaultScheduler#Personal_resume;0;0;0;0;0;0;0;0.0;1.0
1392256324915;1;1;item;1000.0;1;pdgf.core.dataGenerator.worker.RowWorker#worker#0;445200000000;382190000000;0;0;2;1000000;445201000000;100.0;79.148
1392688372915;1;1;item;1000.0;1;ALL#SCHEDULERS;0;0;0;0;0;0;0;0.0;1.0
1392688372915;1;1;item;1000.0;1;ALL#worker#0;300570000000;253720000000;0;0;2;1000000;300571000000;100.0;78.347
1392688372915;1;1;item;1000.0;1;pdgf.core.dataGenerator.scheduler.DefaultScheduler#Personal_resume;0;0;0;0;0;0;0;0.0;1.0
1392688372915;1;1;item;1000.0;1;pdgf.core.dataGenerator.worker.RowWorker#worker#0;300570000000;253720000000;0;0;2;1000000;300571000000;100.0;78.347
1398134626110;1;1;item;200.0;1;ALL#SCHEDULERS;0;0;0;0;0;0;0;0.0;1.0
1398134626110;1;1;item;200.0;1;ALL#worker#0;63440000000;56990000000;0;0;4;2000000;63442000000;99.997;94.818
1398134626110;1;1;item;200.0;1;All#PausedThread;0;0;0;0;0;0;0;0.0;1.0
1398134626110;1;1;item;200.0;1;pdgf.core.dataGenerator.scheduler.DefaultScheduler#OS_ORDER;0;0;0;0;0;0;0;0.0;1.0
1398134626110;1;1;item;200.0;1;pdgf.core.dataGenerator.scheduler.DefaultScheduler#OS_ORDER_ITEM;0;0;0;0;0;0;0;0.0;1.0
1398134626110;1;1;item;200.0;1;pdgf.core.dataGenerator.worker.RowWorker#worker#0;63440000000;56990000000;0;0;4;2000000;63442000000;99.997;94.818
1431484225235;1;1;item;140.0;1;ALL#SCHEDULERS;4692837;0;0;0;0;0;4692837;100.0;1.011
1431484225235;1;1;item;140.0;1;ALL#worker#0;39926241656;36400000000;0;0;4;4000000;39930241656;99.99;96.958
1431484225235;1;1;item;140.0;1;All#PausedThread;2000452;0;0;0;0;0;2000452;100.0;1.005
1431484225235;1;1;item;140.0;1;pdgf.core.dataGenerator.scheduler.DefaultScheduler#OS_ORDER;3027398;0;0;0;0;0;3027398;100.0;1.007
1431484225235;1;1;item;140.0;1;pdgf.core.dataGenerator.scheduler.DefaultScheduler#OS_ORDER_ITEM;563343;0;0;0;0;0;563343;100.0;1.001
1431484225235;1;1;item;140.0;1;pdgf.core.dataGenerator.worker.RowWorker#worker#0;39926133079;36400000000;0;0;4;4000000;39930133079;99.99;96.958
1431484314497;1;1;item;28.0;1;ALL#SCHEDULERS;4721150;0;0;0;0;0;4721150;100.0;1.052
1431484314497;1;1;item;28.0;1;ALL#worker#0;8403888606;7650000000;0;0;4;131000000;8534888606;98.465;93.259
1431484314497;1;1;item;28.0;1;All#PausedThread;129633065;0;0;0;0;0;129633065;100.0;2.423
1431484314497;1;1;item;28.0;1;pdgf.core.dataGenerator.scheduler.DefaultScheduler#OS_ORDER;3106187;0;0;0;0;0;3106187;100.0;1.034
1431484314497;1;1;item;28.0;1;pdgf.core.dataGenerator.scheduler.DefaultScheduler#OS_ORDER_ITEM;693812;0;0;0;0;0;693812;100.0;1.008
1431484314497;1;1;item;28.0;1;pdgf.core.dataGenerator.worker.RowWorker#worker#0;8403776348;7650000000;0;0;4;131000000;8534776348;98.465;93.258
1432200164638;1;1;item;140.0;1;ALL#SCHEDULERS;5392395;0;0;0;0;0;5392395;100.0;1.01
1432200164638;1;1;item;140.0;1;ALL#worker#0;49941345698;37960000000;0;0;4;1270000000;51211345698;97.52;93.303
1432200164638;1;1;item;140.0;1;All#PausedThread;96637042;0;0;0;0;0;96637042;100.0;1.179
1432200164638;1;1;item;140.0;1;pdgf.core.dataGenerator.scheduler.DefaultScheduler#OS_ORDER;3612153;0;0;0;0;0;3612153;100.0;1.007
1432200164638;1;1;item;140.0;1;pdgf.core.dataGenerator.scheduler.DefaultScheduler#OS_ORDER_ITEM;385918;0;0;0;0;0;385918;100.0;1.001
1432200164638;1;1;item;140.0;1;pdgf.core.dataGenerator.worker.RowWorker#worker#0;49941093646;37960000000;0;0;4;1270000000;51211093646;97.52;93.302
1432200275422;1;1;item;140.0;1;ALL#SCHEDULERS;5214762;0;0;0;0;0;5214762;100.0;1.01
1432200275422;1;1;item;140.0;1;ALL#worker#0;49989018969;37770000000;0;0;4;668000000;50657018969;98.681;94.218
1432200275422;1;1;item;140.0;1;All#PausedThread;56943974;0;0;0;0;0;56943974;100.0;1.106
1432200275422;1;1;item;140.0;1;pdgf.core.dataGenerator.scheduler.DefaultScheduler#OS_ORDER;3575498;0;0;0;0;0;3575498;100.0;1.007
1432200275422;1;1;item;140.0;1;pdgf.core.dataGenerator.scheduler.DefaultScheduler#OS_ORDER_ITEM;358947;0;0;0;0;0;358947;100.0;1.001
1432200275422;1;1;item;140.0;1;pdgf.core.dataGenerator.worker.RowWorker#worker#0;49988813924;37770000000;0;0;4;668000000;50656813924;98.681;94.217
1432804769151;1;1;item;140.0;1;ALL#SCHEDULERS;6172640;0;0;0;0;0;6172640;100.0;1.011
1432804769151;1;1;item;140.0;1;ALL#worker#0;50156690338;37340000000;0;0;4;1365000000;51521690338;97.351;94.059
1432804769151;1;1;item;140.0;1;All#PausedThread;94091273;0;0;0;0;0;94091273;100.0;1.175
1432804769151;1;1;item;140.0;1;pdgf.core.dataGenerator.scheduler.DefaultScheduler#OS_ORDER;4043796;0;0;0;0;0;4043796;100.0;1.008
1432804769151;1;1;item;140.0;1;pdgf.core.dataGenerator.scheduler.DefaultScheduler#OS_ORDER_ITEM;400908;0;0;0;0;0;400908;100.0;1.001
1432804769151;1;1;item;140.0;1;pdgf.core.dataGenerator.worker.RowWorker#worker#0;50156537940;37340000000;0;0;4;1365000000;51521537940;97.351;94.058
