# Directed graph: kronecker_graph_new.txt 
# Kronecker Graph: seed matrix [0.904831, 0.569793; 0.591923, 0.123617]
# Nodes: 4096 Edges: 12182
# FromNodeId	ToNodeId
70	2330
70	2561
70	2737
70	3074
70	3076
70	3856
71	528
71	778
71	780
71	1152
71	3456
71	3476
72	2
72	18
72	50
72	65
72	131
72	151
72	420
72	426
72	643
72	844
72	960
72	1036
72	1168
72	1177
72	1461
72	1551
72	1588
72	1750
72	2080
72	2196
72	2226
72	2320
72	2402
72	2562
72	3106
72	3223
72	3335
72	3346
72	3474
72	3488
72	3600
73	18
73	180
73	272
73	274
73	1044
73	1108
73	1184
73	1326
73	2080
73	2360
73	2471
73	2580
73	3334
73	3922
74	192
74	208
74	241
74	280
74	388
74	576
74	1088
74	1545
74	2534
75	177
75	388
75	804
75	952
75	1669
75	2560
75	2752
76	544
76	1056
76	1142
76	1156
76	1284
76	1569
76	2641
76	2962
76	3106
77	258
77	282
77	1062
77	1669
77	2052
77	2368
77	2451
78	27
78	144
78	321
78	549
78	624
78	1845
78	2329
79	256
79	2609
79	2976
80	0
80	16
80	133
80	140
80	268
80	384
80	545
80	770
80	782
80	896
80	898
80	934
80	1029
80	1090
80	1124
80	1198
80	1358
80	1449
80	1548
80	1792
80	1793
80	2058
80	2176
80	2178
80	2186
80	2596
80	2726
80	2985
80	3074
80	3205
80	3215
80	3496
80	3863
81	96
81	434
81	516
81	612
81	941
81	1024
81	1032
81	1060
81	1156
81	1209
81	1413
81	1795
81	2348
81	3511
81	3584
81	3616
82	32
82	293
82	529
82	2023
82	2197
82	2657
82	3240
82	3329
83	1444
83	1664
83	2056
83	2064
83	2724
84	8
84	32
84	116
84	162
84	289
84	513
84	896
84	1024
84	1034
84	1352
84	1984
84	2049
84	2788
84	2816
84	3978
85	0
85	131
85	161
85	432
85	678
85	1064
85	2310
85	3874
86	1
86	33
86	53
86	313
86	897
86	1539
86	2594
87	512
87	1666
87	1952
87	2824
87	2953
88	802
88	869
88	2180
88	2275
88	2593
88	2705
88	3080
89	36
89	261
89	770
89	1152
89	1290
89	1316
89	2564
89	2566
89	3490
89	3731
90	37
90	152
90	288
90	1228
90	1542
90	2100
90	2177
90	2305
90	3072
90	3585
91	356
91	962
91	1476
91	2176
91	2856
92	0
92	210
92	513
92	736
92	800
92	1281
92	1284
92	1709
92	2337
92	3232
92	3376
92	3428
92	3751
93	576
93	1064
94	896
94	1328
94	2055
95	3376
96	12
96	26
96	32
96	148
96	217
96	526
96	532
96	1034
96	1048
96	1220
96	1537
96	1672
96	1680
96	1685
96	1932
96	2113
96	2140
96	2202
96	2436
96	2480
96	2572
96	2709
96	2720
96	3122
96	3221
96	3368
96	3600
97	8
97	72
97	146
97	256
97	384
97	579
97	768
97	926
97	1218
97	1295
97	1666
97	2058
97	2560
98	5
98	275
98	276
98	640
98	1408
98	1665
98	1956
98	2073
98	2576
98	2964
98	3243
99	0
99	676
99	779
99	1704
99	1840
99	2437
99	3092
99	3216
99	3600
99	3704
100	4
100	329
100	897
100	1422
100	2320
100	3081
101	514
101	1458
101	1602
101	2522
101	2602
101	2640
101	3328
101	3848
102	154
102	512
102	780
102	799
102	1560
102	2176
102	2929
102	3585
103	1153
103	2624
103	3335
104	3
104	128
104	646
104	1088
104	1154
104	1296
104	1473
104	1483
104	1541
104	1553
104	2722
104	3077
104	3730
105	20
105	50
105	392
105	914
105	992
105	2052
105	2566
105	2818
106	131
106	1297
106	3652
107	30
107	524
107	1434
107	1536
107	1564
108	131
108	662
108	1922
108	2690
108	3041
108	3721
109	2161
109	2334
109	3730
111	794
111	1044
112	400
112	418
112	516
112	1025
112	1043
112	1800
112	2434
112	3081
113	128
113	146
113	392
113	679
113	1037
114	103
114	1088
114	1421
114	2113
114	2313
115	143
115	1308
115	1328
115	1758
115	2075
115	2184
115	3974
116	72
116	1029
116	1152
117	1152
117	1322
117	1536
118	8
118	82
118	2305
118	2657
119	17
119	136
119	520
120	2
120	32
120	576
120	807
120	1184
120	1634
120	3072
120	3204
120	3588
121	3840
122	2049
122	2576
123	2324
123	3586
124	2
124	521
124	657
124	1027
124	1058
124	1665
124	2726
124	2817
124	3088
125	2183
127	1800
128	10
128	18
128	40
128	62
128	86
128	96
128	105
128	228
128	343
128	346
128	365
128	366
128	700
128	797
128	826
128	834
128	912
128	943
128	1024
128	1071
128	1123
128	1134
128	1285
128	1298
128	1356
128	1380
128	1410
128	1538
128	1793
128	2056
128	2148
128	2168
128	2352
128	2392
128	2523
128	2569
128	2581
128	2593
128	2662
128	2889
128	2916
128	3074
128	3076
128	3106
128	3122
128	3123
128	3145
128	3146
128	3195
128	3656
128	3760
128	3862
128	3905
128	3936
128	3993
129	36
129	42
129	74
129	108
129	133
129	160
129	266
129	290
129	522
129	528
129	532
129	588
129	790
129	1120
129	1378
129	1792
129	2053
129	2114
129	2241
129	2304
129	2308
129	2352
129	2483
129	2565
129	2663
129	3113
129	3904
130	16
130	41
130	112
130	337
130	408
130	520
130	541
130	888
130	1106
130	1288
130	1378
130	1587
130	2002
130	2087
130	2213
130	2576
130	3081
130	3116
130	3176
130	3849
131	96
131	541
131	1012
131	1044
131	1225
131	1604
131	2128
131	2567
131	3144
131	3156
131	3760
132	0
132	288
132	305
132	352
132	819
132	882
132	1064
132	1097
132	1104
132	1132
132	1264
132	1584
132	1825
132	1871
132	2154
132	2384
132	2620
132	2656
132	3090
132	3393
132	3394
132	3472
132	3586
133	1104
133	1168
133	1480
133	1600
133	1768
133	1794
133	2624
133	2837
133	3347
133	3645
134	16
134	209
134	665
134	749
134	833
134	928
134	2568
134	2672
134	3108
135	411
135	608
135	788
135	1544
135	1572
135	2368
135	2424
135	3433
135	3631
136	16
136	20
136	68
136	114
136	306
136	320
136	324
136	336
136	384
136	695
136	1062
136	1104
136	1320
136	1537
136	1792
136	1812
136	2053
136	2073
136	2176
136	2201
136	2242
136	2579
136	3110
136	3352
136	3844
137	867
137	1283
137	2817
137	2860
137	3856
138	69
138	112
138	368
138	548
138	741
138	820
138	1061
138	1220
138	1597
138	2052
138	2304
138	2668
138	2834
138	3440
138	3888
139	18
139	19
139	320
139	768
139	1062
139	2324
139	3080
139	3844
139	3988
140	13
140	33
140	184
140	1063
140	1300
140	1371
140	1571
140	1793
140	2592
140	2915
140	3362
140	3585
141	240
141	1024
141	1091
141	1320
141	1546
141	2560
142	32
142	42
142	80
142	451
142	1369
142	1408
142	1505
142	3076
142	3840
143	96
143	2872
143	3138
144	32
144	96
144	258
144	288
144	438
144	780
144	1006
144	1040
144	1314
144	1357
144	1539
144	1549
144	1605
144	1630
144	1636
144	1704
144	1707
144	2050
144	2057
144	2072
144	2123
144	2242
144	2310
144	2328
144	2560
144	2641
145	424
145	642
145	1092
145	1122
145	1560
145	1665
145	1828
145	2588
145	2826
145	2918
145	3331
145	3592
145	3848
145	3940
146	4
146	9
146	69
146	484
146	525
146	960
146	1024
146	1091
146	1156
146	1576
146	2068
146	2145
146	2795
146	3399
146	3586
147	104
147	208
147	261
147	390
147	2745
148	841
148	1319
148	1813
148	2251
148	2308
148	2921
148	3084
148	3116
148	3136
148	3172
148	3180
148	3592
148	4004
149	518
149	553
149	1024
149	1057
149	2067
149	3280
150	2048
150	3077
151	776
151	1536
151	2098
152	0
152	34
152	89
152	576
152	868
152	1282
152	1830
152	1839
152	2086
152	2114
152	2604
152	2892
152	3074
152	3154
152	3556
153	98
153	2208
153	2976
154	4
154	78
154	257
154	1376
154	2304
154	2828
155	64
156	3
156	608
156	1024
156	1933
156	2928
156	3392
157	0
157	2163
158	96
158	545
158	1904
158	1922
159	768
159	1840
159	2818
160	0
160	21
160	60
160	330
160	755
160	789
160	1033
160	1076
160	1091
160	1206
160	1282
160	1643
160	1689
160	2184
160	2432
160	2817
160	3124
160	3136
160	3200
160	3712
161	2
161	80
161	322
161	676
161	1344
161	1418
161	2056
161	2067
161	2292
161	3205
161	3328
162	164
162	769
162	784
162	832
162	1024
162	1105
162	1548
162	1622
162	2360
162	2588
162	2830
162	2847
162	4044
163	90
163	328
163	1576
163	3072
164	18
164	71
164	256
164	432
164	1040
164	1069
164	1264
164	2728
164	3400
165	18
165	82
165	101
165	192
165	450
165	1290
165	2496
165	3371
166	40
166	70
166	82
166	2164
166	2305
166	2416
167	3638
168	257
168	280
168	605
168	1039
168	1168
168	1472
168	1841
168	2560
168	3136
168	3152
168	3584
168	3845
169	39
169	592
169	1043
169	1158
169	3264
170	320
170	391
170	840
170	1152
170	1584
170	1619
171	4
171	768
171	852
171	3392
171	3463
172	1040
172	1153
172	1346
172	2434
173	1537
175	792
176	649
176	705
176	850
176	1033
176	1544
176	1572
176	1605
176	2377
176	2572
176	3104
176	3331
177	266
177	522
177	1098
177	1162
178	192
178	256
178	640
178	1608
178	1625
178	1858
178	2113
179	1026
179	2563
179	2881
179	3136
180	0
180	593
180	768
180	1033
180	1113
180	1746
180	3076
180	3352
181	64
181	658
181	1110
181	3298
182	256
182	1156
182	2306
182	3602
183	832
183	2448
184	41
184	1107
184	1792
184	2305
184	3073
184	3620
185	135
185	1178
185	1792
185	2702
186	521
186	3332
187	1538
189	320
189	568
189	3086
190	69
192	32
192	80
192	260
192	290
192	328
192	330
192	352
192	539
192	568
192	634
192	789
192	859
192	1317
192	1573
192	2561
192	2585
192	2601
192	2608
192	2826
192	3585
192	3840
193	406
193	550
193	570
193	786
193	1794
193	2438
193	2850
193	3365
193	3586
194	536
194	1796
194	1816
194	2068
194	2092
194	2216
194	2454
194	2705
194	3444
194	3644
194	3664
195	3
195	89
195	528
195	1282
195	1716
195	2072
195	3591
196	0
196	25
196	290
196	2336
196	3765
196	3842
197	257
197	1040
197	1280
197	1784
198	48
198	1316
198	1536
198	2568
199	274
199	816
200	2
200	64
200	166
200	289
200	772
200	1028
200	1152
200	1441
200	2070
200	3253
200	3345
200	3364
201	35
201	1550
201	2562
201	3376
202	20
202	296
202	769
202	1536
202	2304
202	3591
203	60
203	528
203	1284
203	2436
203	4004
204	3
204	75
204	1851
204	2449
204	3251
205	1025
206	2080
206	3104
206	3466
206	4010
207	3168
208	48
208	268
208	768
208	777
208	1058
208	1064
208	1314
208	2084
208	2087
208	2244
208	2567
208	2820
208	2821
208	3338
208	3846
209	40
209	896
209	1320
209	1354
209	2096
209	2406
209	2736
210	0
210	40
210	780
210	1665
210	2088
211	1064
211	1544
211	1586
211	3584
212	33
212	524
212	1044
212	1067
212	1253
212	1551
212	3072
212	3412
213	520
213	770
213	2071
215	2080
216	1
216	2
216	17
216	97
216	1041
216	1094
217	1344
217	3618
218	2599
219	3104
220	17
220	512
220	553
221	82
221	2114
223	2592
224	21
224	34
224	50
224	291
224	770
224	789
224	1033
224	1549
224	1667
224	1801
224	2319
224	2786
224	3098
225	19
225	392
225	768
225	1027
225	1064
225	1800
225	2072
225	2574
226	0
226	5
226	68
226	261
226	524
226	1280
226	1356
226	2249
226	3456
227	556
227	768
227	1034
227	2311
228	24
228	155
228	802
228	1536
228	2051
228	2067
228	2213
229	64
230	1536
230	1936
230	2048
230	2064
230	2827
230	3908
231	2316
231	2320
231	2560
232	261
232	812
232	1280
232	1568
232	2066
232	4048
233	2056
233	2436
233	2449
234	5
234	785
234	1152
234	1610
234	2048
234	2208
235	2086
235	2560
235	2576
236	65
238	675
238	2328
239	1717
240	3
240	19
240	1024
240	1029
241	272
241	322
241	768
241	1024
241	1792
242	12
242	75
242	2048
242	2307
244	270
244	2057
244	2320
245	1280
246	104
246	264
249	320
249	1088
250	2084
250	3336
251	966
252	258
252	577
252	1409
252	2184
254	257
256	11
256	16
256	17
256	20
256	95
256	116
256	120
256	131
256	160
256	164
256	252
256	530
256	533
256	591
256	595
256	610
256	660
256	819
256	1090
256	1100
256	1175
256	1216
256	1240
256	1253
256	1261
256	1306
256	1536
256	1586
256	2071
256	2118
256	2122
256	2195
256	2274
256	2283
256	2289
256	2562
256	2576
256	2592
256	2658
256	2748
256	2863
256	2868
256	3073
256	3117
256	3138
256	3144
256	3226
256	3233
256	3361
256	3377
256	3543
256	3565
256	3602
257	0
257	23
257	134
257	138
257	224
257	250
257	284
257	393
257	584
257	618
257	654
257	842
257	1056
257	1060
257	1090
257	1098
257	1156
257	1540
257	1696
257	2240
257	2298
257	3020
257	3138
257	3242
257	3646
257	3968
258	24
258	129
258	131
258	225
258	264
258	385
258	416
258	528
258	1122
258	1141
258	1250
258	1296
258	1637
258	1776
258	1785
258	2097
258	2115
258	2248
258	2269
258	2610
258	2833
258	3105
258	3172
258	3173
258	3248
258	3272
258	3409
259	137
259	1072
259	1192
259	1600
259	1952
259	2087
259	2112
259	2309
259	2564
259	2570
259	2599
259	2708
259	2974
259	3172
259	3942
260	10
260	16
260	64
260	143
260	144
260	162
260	562
260	754
260	920
260	1097
260	1169
260	1602
260	1648
260	2049
260	2074
260	2108
260	2213
260	2640
260	2720
260	2792
260	3072
260	3091
260	3729
261	240
261	1552
261	2076
261	2142
261	2600
261	3096
261	3265
262	8
262	356
262	456
262	1113
262	1245
262	1864
262	2190
262	2226
262	2240
262	2656
262	2757
262	3256
262	3333
262	3616
262	4080
263	624
263	1080
263	1664
263	3648
264	32
264	55
264	100
264	228
264	583
264	1057
264	1062
264	1217
264	1253
264	1605
264	1662
264	1677
264	1706
264	1728
264	1744
264	1985
264	2098
264	2102
264	2116
264	2182
264	2469
264	2528
264	2536
264	2611
264	2612
264	2630
264	2833
264	3226
264	3610
265	544
265	784
265	1045
265	1120
265	1222
265	2058
265	2240
266	84
266	661
266	1217
266	2072
266	2832
267	1168
267	2180
267	2182
267	2200
268	516
268	1280
268	2141
268	2146
268	2178
268	2226
268	3137
268	3248
268	3411
268	3634
269	114
269	130
269	819
269	1078
269	3202
269	3906
270	96
270	1184
270	1664
270	1680
270	1746
270	1873
270	2634
270	3092
270	3760
270	3793
270	3912
271	1034
271	1696
271	2084
271	2656
272	7
272	45
272	64
272	130
272	145
272	160
272	513
272	585
272	610
272	906
272	985
272	1228
272	1786
272	2050
272	2053
272	2182
272	2288
272	2635
272	2736
273	0
273	53
273	148
273	530
273	590
273	718
273	1160
273	1234
273	1600
273	2680
274	1
274	3
274	9
274	197
274	234
274	357
274	462
274	1040
274	1192
274	1284
274	1377
274	1613
274	2016
274	2114
274	2640
274	3656
275	12
275	1288
275	1570
275	2176
275	2336
275	3199
275	3296
275	3584
276	8
276	258
276	612
276	1168
276	1547
276	1619
276	2368
276	2634
277	6
277	2072
278	128
278	521
278	1184
278	1610
279	0
279	516
279	1536
279	3500
280	35
280	44
280	68
280	357
280	641
280	679
280	864
280	1124
280	1157
280	1538
280	1711
280	2178
280	2368
280	2634
281	43
281	528
281	772
281	3697
282	5
282	7
282	836
282	2080
282	2245
282	2625
282	2753
282	3812
283	140
284	1542
284	1552
284	1568
284	1800
284	1922
284	3907
285	8
285	36
285	52
285	1056
285	1217
285	2048
285	2368
286	1024
286	1029
286	1548
286	1705
286	2849
287	133
287	696
287	1184
288	18
288	48
288	73
288	193
288	514
288	593
288	730
288	1038
288	1043
288	2049
288	2141
288	2486
288	2715
288	3153
288	3657
289	4
289	10
289	516
289	630
289	640
289	664
289	720
289	1026
289	1028
289	1042
289	1152
289	3193
289	3618
289	3754
290	128
290	152
290	193
290	512
290	588
290	1224
290	1299
290	2184
290	2328
290	2762
290	3073
290	3648
290	3649
290	3656
290	3668
290	3842
291	593
291	1536
291	2100
291	3136
291	3782
291	3813
292	23
292	210
292	601
292	1088
292	1130
292	1226
292	1411
292	1704
292	2072
292	2081
292	2129
292	2576
292	3128
292	3280
292	3672
293	68
293	220
293	527
293	1352
293	1370
293	2049
293	2068
294	569
294	2056
294	2696
295	1025
296	81
296	195
296	736
296	1268
296	2145
296	2200
296	2568
296	2569
296	3472
297	1074
297	1106
297	3216
298	1093
298	2960
298	3696
299	160
299	208
299	528
299	653
299	1542
300	26
300	177
300	1008
300	1562
301	192
301	1744
301	2050
301	2130
301	2232
301	2306
302	0
302	352
302	1159
303	1812
304	136
304	195
304	769
304	1036
304	1116
304	1220
304	2060
304	2128
304	2240
304	2343
304	2566
304	2572
304	2624
305	512
305	904
305	2128
305	2240
305	3136
305	3202
306	360
306	397
306	1299
306	1674
306	2210
306	2708
