2450911|46513|2887|85643|1592501|4159|46664|3188|1308684|1449|44567|1|11|2|2|12|55|1|21.25|0.85|22.10|94.74|2.39|17.21|0.20|3.84|97.98|
2450966|71731|15134|29127|1346606|6038|14270|16897|1493518|3358|16445|1|92|12|4|29|56|4|6.04|0.06|6.10|23.32|260.68|2.53|0.42|3.09|284.06|
2450927|44105|11264|42732|677128|5571|31567|25757|1779943|862|23028|2|34|5|1|20|57|34|3039.60|60.79|3100.39|61.21|719.78|1215.84|291.80|1531.96|841.78|
2450926|15203|13765|42732|677128|5571|31567|66948|89333|5045|23957|2|85|6|3|5|57|21|82.95|4.14|87.09|57.08|62.16|47.28|15.33|20.34|123.38|
2451022|45152|10760|31940|1030863|6139|11062|36177|42517|4863|6762|2|92|20|1|12|58|37|509.86|0.00|509.86|78.85|963.11|163.15|41.60|305.11|1041.96|
2450890|69632|17647|363|683276|4942|29055|46719|1594118|4137|26203|4|30|20|1|10|62|14|346.64|10.39|357.03|95.78|186.20|336.24|6.13|4.27|292.37|
2451025|37030|352|363|683276|4942|29055|96393|1322943|2774|37452|4|47|19|5|3|62|11|126.94|0.00|126.94|71.55|112.75|49.50|56.53|20.91|184.30|
2450900|69296|782|363|683276|4942|29055|20799|1828157|6005|49453|4|44|3|1|14|62|33|218.79|17.50|236.29|23.13|464.64|94.07|115.98|8.74|505.27|
2450844|46270|985|84758|1148029|2853|18124|98919|1126300|3007|31314|4|5|2|4|1|63|54|2701.08|162.06|2863.14|3.08|2132.46|594.23|1896.16|210.69|2297.60|
2450967|37706|9398|84758|1148029|2853|18124|50122|1718117|3509|45748|4|105|5|4|8|63|8|171.20|6.84|178.04|83.12|29.52|20.54|58.75|91.91|119.48|
2450968|42160|1255|55621|1225267|960|15053|62750|1014769|971|38373|1|93|19|1|28|64|11|434.17|26.05|460.22|55.21|248.05|347.33|86.84|0.00|329.31|
2450905|54924|242|6336|785982|3228|32874|55856|1134477|4252|47980|4|78|18|3|26|66|3|181.65|9.08|190.73|98.27|0.00|56.31|82.72|42.62|107.35|
2450916|19990|3325|6336|785982|3228|32874|41131|1110002|2615|24075|4|64|8|1|16|66|23|458.85|36.70|495.55|35.46|305.90|293.66|165.19|0.00|378.06|
2450900|68157|14866|47214|1227752|1090|17181|48436|1862046|4849|5205|2|102|13|1|27|67|42|7.14|0.57|7.71|30.38|3.78|2.07|1.41|3.66|34.73|
2450929|17521|8614|47214|1227752|1090|17181|83304|1378959|4311|2910|2|63|13|2|26|67|39|721.11|64.89|786.00|45.74|484.38|7.21|35.69|678.21|595.01|
2450994|60949|4375|47214|1227752|1090|17181|99612|1195468|3695|45522|2|17|10|2|9|67|28|182.00|12.74|194.74|11.87|49.28|127.40|3.27|51.33|73.89|
2450888|27281|14731|84907|163011|3515|44819|66807|15782|1929|45629|2|79|3|3|15|68|14|732.90|0.00|732.90|24.07|586.32|622.96|107.74|2.20|610.39|
2451013|72342|12235|78376|1694169|6315|23708|60985|398527|5033|3092|4|42|10|1|2|71|18|547.02|38.29|585.31|58.57|40.14|54.70|443.08|49.24|137.00|
2450969|20519|926|94024|589162|653|20144|58744|1117994|786|29531|1|1|13|3|33|73|64|2634.24|210.73|2844.97|91.85|1114.24|2370.81|134.34|129.09|1416.82|
2450919|86370|5200|23448|1738817|4139|42661|37880|698232|4263|1494|2|48|14|5|33|74|5|125.20|10.01|135.21|23.50|262.90|1.25|97.92|26.03|296.41|
2450917|4395|8540|99543|1096330|7070|45457|77572|900814|578|7542|2|76|7|1|25|75|3|101.04|4.04|105.08|46.13|74.91|83.86|6.35|10.83|125.08|
2450964|60432|13642|99543|1096330|7070|45457|42637|1169478|2888|44651|2|48|14|2|27|75|2|117.34|9.38|126.72|89.84|50.88|28.16|8.91|80.27|150.10|
2450891|43293|10210|77674|1087861|448|24635|99074|1540251|1673|3448|1|80|20|5|2|77|3|20.61|0.82|21.43|44.76|18.42|18.34|1.43|0.84|64.00|
2450946|82263|478|77674|||24635|||6513||1|89|||35|77|10|839.90|50.39|||425.70|||196.55||
2450902|62016|6748|77674|1087861|448|24635|17247|1603603|380|10757|1|39|15|2|9|77|36|197.28|9.86|207.14|39.53|146.52|71.02|47.97|78.29|195.91|
2450933|34973|6506|31641|1516877|960|44596|49008|1059029|5992|46108|4|44|3|1|2|80|40|3567.60|0.00|3567.60|96.68|2583.60|3103.81|398.85|64.94|2680.28|
2450874|73899|11869|31641|1516877|960|44596|28063|1206262|2807|29752|4|63|7|2|22|80|52|2883.40|0.00|2883.40|55.61|1086.80|634.34|787.17|1461.89|1142.41|
2450931|54159|10453|44942|1441792|4242|13139|93208|109514|3643|44619|1|32|13|2|23|83|2|129.04|5.16|134.20|98.47|52.36|43.87|44.28|40.89|155.99|
2450992|34791|16831|44942|1441792|4242|13139|66137|1385649|6797|39192|1|97|3|1|16|83|12|406.92|28.48|435.40|81.31|197.64|236.01|111.09|59.82|307.43|
2450975|51666|14752|82224|47350|5629|3508|75515|274687|2921|6755|4|55|4|5|9|86|17|1077.29|43.09|1120.38|11.03|1179.97|441.68|603.82|31.79|1234.09|
2450862|82535|10946|82224|47350|5629|3508|73133|1494396|7123|45403|4|25|17|4|19|86|70|5176.50|207.06|5383.56|45.50|1293.60|5072.97|92.14|11.39|1546.16|
2450978|76680|11173|82224|47350|5629|3508|15617|398869|6573|22277|4|16|2|1|28|86|4|623.60|24.94|648.54|12.61|95.24|56.12|380.21|187.27|132.79|
2451022|73402|8354|45977|1492959|5894|36829|49464|1002026|1035|31997|2|67|17|1|30|89|15|763.80|0.00|763.80|4.63|361.80|114.57|253.19|396.04|366.43|
2450950|48909|8245|95024|552511|1551|29838|45912|1698770|416|8462|4|84|7|3|4|92|72|5989.68|539.07|6528.75|69.34|5682.24|1497.42|4402.41|89.85|6290.65|
2450822|76961|17521|95024|552511|1551|29838|95397|1886218|6642|8219|4|81|17|4|21|92|3|159.63|7.98|167.61|75.26|32.46|0.00|1.59|158.04|115.70|
2451025|38828|1544|57204|1098811|5665|18872|57204|1098811|1191|18872|4|77|10|3|16|93|11|648.56|38.91|687.47|70.54|108.02|142.68|318.70|187.18|217.47|
2451028|40911|16708|80093|1871653|1166|23126|55834|469308|147|48633|1|13|11|5|26|95|54|3159.00|31.59|3190.59|1.50|519.48|1200.42|1468.93|489.65|552.57|
2450977|31416|8476|69951|1504890|3382|48721|69951|1504890|429|48721|4|107|11|3|27|97|33|0.00|0.00|0.00|83.44|2611.62|0.00|0.00|0.00|2695.06|
2450995|61592|12518|38659|400535|811|21887|768|714707|1762|417|2|89|15|5|33|99|15|91.65|2.74|94.39|68.20|40.80|52.24|24.82|14.59|111.74|
2450878|69684|13334|38659|400535|811|21887|35553|1079964|6880|10596|2|91|4|5|11|99|26|48.10|1.44|49.54|6.32|214.24|23.56|1.47|23.07|222.00|
2450981|48520|11029|69651|896753|655|47357|31147|609116|985|11701|1|10|15|4|13|100|13|352.69|14.10|366.79|52.43|4.29|193.97|80.94|77.78|70.82|
2450931|36885|9385|53623|351944|218|30139|20172|1026902|1465|22075|4|36|11|1|19|101|21|119.49|0.00|119.49|72.97|2033.01|46.60|69.24|3.65|2105.98|
2450986|3015|7489|53623|351944|218|30139|86469|1395145|4004|29216|4|54|12|4|33|101|10|290.10|17.40|307.50|90.31|77.30|168.25|52.39|69.46|185.01|
2450941|66374|12769|9410|698752|4094|17836|8924|615789|900|35164|1|33|10|4|10|102|33|1898.82|151.90|2050.72|94.21|976.47|1253.22|464.83|180.77|1222.58|
2450891|4412|2036|9410|698752|4094|17836|9410|698752|881|17836|1|26|14|4|19|102|1|10.39|0.41|10.80|49.12|14.84|10.39|0.00|0.00|64.37|
2450836|29430|17198|80111|1835190|5916|46195|81957|1480884|1910|24936|1|106|14|2|28|103|9|61.11|3.66|64.77|74.43|48.87|8.55|33.63|18.93|126.96|
2450889|62646|6896|44648|421422|6643|4217|89102|175256|5750|31044|1|84|6|5|4|104|26|70.46|4.22|74.68|4.70|264.94|56.36|2.96|11.14|273.86|
2450876|36699|16612|44648|421422|6643|4217|32261|1383491|1012|20133|1|20|9|5|9|104|5|5.30|0.05|5.35|39.83|39.80|4.45|0.84|0.01|79.68|
2450898|23430|4663|53007|621140|4826|2959|10210|248712|4060|47808|4|24|12|5|23|105|12|1153.32|92.26|1245.58|89.75|29.52|542.06|48.90|562.36|211.53|
2450853|77970|1651|95481|663720|3159|18551|35438|519045|5508|23171|2|21|20|3|16|107|21|1340.22|26.80|1367.02|64.34|1235.01|1018.56|192.99|128.67|1326.15|
2450946|59967|6583|52770|285795|5220|16645|99902|92062|5189|29916|4|18|17|2|4|108|42|776.16|69.85|846.01|58.69|161.70|69.85|289.58|416.73|290.24|
2450956|73597|8701|24615|947475|288|31148|14782|17546|4351|36709|1|3|10|3|28|109|35|6849.15|273.96|7123.11|21.77|3311.70|4040.99|673.95|2134.21|3607.43|
2450888|72030|1822|48450|1173022|2394|37366|22518|458253|950|20847|4|51|18|3|25|110|50|403.00|32.24|435.24|81.15|76.00|120.90|104.37|177.73|189.39|
2450945|71329|12322|48450|1173022|2394|37366|22518|1494517|158|8199|4|58|2|3|24|110|11|840.40|58.82|899.22|69.08|336.16|344.56|476.00|19.84|464.06|
2450994|27412|6319|71121|1030555|7142|33376|71121|1030555|4570|33376|2|13|16|4|34|111|30|539.10|37.73|576.83|98.54|183.00|285.72|15.20|238.18|319.27|
2450952|30227|6901|40439|1182114|2636|5511|40439|1182114|6027|5511|1|3|19|2|35|112|3|74.28|2.22|76.50|60.26|53.28|33.42|9.39|31.47|115.76|
