2452196|33535|5179|93958|539558|6809|26107|7|26|35|60|144.00|0.00|144.00|36.15|2167.20|87.84|39.87|16.29|2203.35|
2452306|40321|15001|72008|1243218|3988|12711|8|24|36|45|999.45|79.95|1079.40|29.51|35.10|499.72|439.76|59.97|144.56|
2452317|53999|15645|72008|882385|||2|9|36|||3.49||||7.49|13.58|||
2452279|41984|16421|33722|465142|3315|34735|1|20|36|7|541.31|43.30|584.61|71.10|241.36|519.65|10.18|11.48|355.76|
2452128|30131|2997|96252|491912|5028|36144|2|21|37|85|8562.90|513.77|9076.67|8.17|366.35|4195.82|3493.66|873.42|888.29|
2451271|44173|10|87890|1681246|5780|32714|1|14|41|17|1327.36|79.64|1407.00|49.73|558.79|66.36|731.38|529.62|688.16|
2451092|43741|9740|49423|1577815|3651|9487|4|24|42|13|422.24|8.44|430.68|48.27|551.20|329.34|15.79|77.11|607.91|
2451033|54994|619|22229|1611739|3649|27912|10|12|42|43|1240.55|0.00|1240.55|86.84|68.80|719.51|359.51|161.53|155.64|
2451073|52318|1436|70152|134560|4215|10223|4|6|42|13|475.54|9.51|485.05|73.37|317.07|128.39|197.87|149.28|399.95|
2452295|39258|11095|16606|1581204|3389|3621|7|16|45|39|2703.87|243.34|2947.21|59.97|386.10|1487.12|790.88|425.87|689.41|
2451354|60360|17150|34598|194443|4161|45832|7|11|46|47|3742.14|149.68|3891.82|24.47|379.29|3442.76|59.87|239.51|553.44|
|59918|8065|||3068||4||46|38|||453.29|51.61|207.48|104.60|86.12||276.52|
2451177|58870|7214|83903|1256944|382|39373|4|2|47|1|8.12|0.73|8.85|19.08|7.43|3.81|0.77|3.54|27.24|
2452738|29363|12468|56843|1862359|2275|25391|10|31|48|5|199.35|17.94|217.29|11.83|112.95|191.37|0.71|7.27|142.72|
2452745|44637|6684|21202|1047097|5374|11251|7|8|48|10|392.20|27.45|419.65|10.16|116.00|152.95|224.89|14.36|153.61|
2451892|35637|6805|63590|103157|6724|45091|10|30|49|21|496.23|29.77|526.00|48.23|31.92|282.85|142.96|70.42|109.92|
2451769|38709|10133|83517|945253|3357|11061|10|27|51|5|172.10|5.16|177.26|22.72|64.20|170.37|1.59|0.14|92.08|
2451102|32082|16646|45831|173053|4865|10230|7|19|52|13|911.04|0.00|911.04|21.65|378.17|619.50|253.63|37.91|399.82|
2451088|55568|17456|4810|1866272|3734|33196|10|20|52|25|113.50|1.13|114.63|62.63|125.50|30.64|25.68|57.18|189.26|
2451573|36729|11348|87672|508248|5690|39885|4|19|53|1|2.23|0.08|2.31|26.56|1.48|0.20|0.89|1.14|28.12|
2452729|48880|16059|48157|1042828|4295|42162|4|11|54|11|95.48|3.81|99.29|93.36|8.36|34.37|36.05|25.06|105.53|
2452040|43895|17677|93297|869419|5541|42463|4|17|55|11|252.67|12.63|265.30|20.45|63.14|194.55|42.42|15.70|96.22|
2452339|46469|1117|22967|972821|2228|82|1|23|60|78|2733.90|54.67|2788.57|60.37|0.00|683.47|1558.32|492.11|115.04|
2452254|40433|13559|98197|1420275|5589|27703|1|6|62|6|446.76|26.80|473.56|67.62|213.66|58.07|15.54|373.15|308.08|
2452701|35838|11370|96129|305648||33488||13|63|||11.73||||172.06|||568.77|
2452596|29520|13339|96129|1086498|2400|48302|4|24|63|16|78.56|0.00|78.56|96.23|49.60|43.99|21.43|13.14|145.83|
2452604|36240|5217|96129|479318|1264|13610|7|12|63|28|216.16|19.45|235.61|57.17|242.76|108.08|104.83|3.25|319.38|
2452593|55466|15867|48017|145292|437|20782|2|4|64|19|583.49|40.84|624.33|54.92|392.35|280.07|203.29|100.13|488.11|
2452556|56489|17586|48017|492805|2019|4033|1|26|64|34|2325.60|0.00|2325.60|57.60|1987.30|1046.52|575.58|703.50|2044.90|
2452437|54978|3090|48017|569529|3161|35193|8|20|64|66|6903.60|0.00|6903.60|76.02|2987.82|6213.24|352.08|338.28|3063.84|
2452346|53160|6507|66766|1603765|4015|25465|10|28|66|15|630.75|25.23|655.98|2.26|336.30|491.98|80.48|58.29|363.79|
2452555|43088|2133|94624|529565|2324|9930|4|3|67|41|594.09|23.76|617.85|40.24|1063.54|160.40|56.37|377.32|1127.54|
2451258|43812|12724|2564|496988|6773|40205|7|10|68|21|178.50|5.35|183.85|96.73|53.76|82.11|75.18|21.21|155.84|
2451256|50305|5858|91942|875823|2104|34738|8|30|71|2|13.48|0.13|13.61|91.25|2.92|6.33|5.14|2.01|94.30|
2451294|44684|9790|85239|1910912|233|14001|7|23|71|25|188.00|16.92|204.92|44.05|51.25|150.40|6.39|31.21|112.22|
2451329|29997|8887|85239|195885|3539|47146|10|9|71|5|164.65|1.64|166.29|75.66|205.80|74.09|12.67|77.89|283.10|
2451829|50278|6671|60602|1271817|6019|43468|8|6|72|3|166.41|1.66|168.07|1.14|64.92|59.90|62.84|43.67|67.72|
2451174|57809|3175|3337|767720|4103|34886|2|5|74|4|36.32|0.00|36.32|38.54|42.96|12.71|6.13|17.48|81.50|
2452279|52274|465|53531|78088|234|21580|7|17|76|1|76.51|6.88|83.39|66.92|30.28|56.61|19.70|0.20|104.08|
2452242|52421|5529|53531|1630980|4166|31352|1|1|76|15|796.05|31.84|827.89|91.64|176.85|278.61|243.19|274.25|300.33|
2451201|32557|2713|15102|622349|4796|48043|7|22|77|10|569.40|45.55|614.95|45.00|621.20|529.54|19.93|19.93|711.75|
2451155|53923|12706|59529|1758891|3500|3309|1|20|78|13|1077.83|64.66|1142.49|77.87|576.81|506.58|457.00|114.25|719.34|
2452290|54248|15888|62017|382863|6073|48483|1|10|79|34|797.64|71.78|869.42|57.39|1296.08|71.78|79.84|646.02|1425.25|
2451154|51844|13717|17368|1254797|4380|13916|7|33|80|64|6830.08|68.30|6898.38|85.70|148.48|6625.17|127.04|77.87|302.48|
2451281|48144|9319|24625|459305|510|38915|1|32|81|22|1416.58|42.49|1459.07|16.86|849.86|1388.24|23.52|4.82|909.21|
2451214|55537|7166|24625|944226|463|45147|2|31|81|5|0.00|0.00|0.00|94.53|24.55|0.00|0.00|0.00|119.08|
2451369||7862|19512||3587||8||82||1491.00||||545.30||735.06||707.47|
2451471|50769|3538|20896|1082287|645|27356|1|13|82|8|847.84|42.39|890.23|40.52|77.04|576.53|208.90|62.41|159.95|
2451533|34774|1700|20896|1427925|1401|35230|7|22|82|43|1399.65|55.98|1455.63|74.63|447.63|839.79|156.76|403.10|578.24|
2452677|50033|12378|42678|842053|5314|42175|1|25|83|21|1151.01|23.02|1174.03|28.22|146.16|115.10|973.75|62.16|197.40|
2452530|44806|6417|57091|1034463|114|40165|1|10|84|5|323.00|19.38|342.38|5.27|171.25|261.63|43.57|17.80|195.90|
2452550|39316|17155|57091|222509|5658|20007|7|15|84|63|1733.76|156.03|1889.79|98.99|1155.42|208.05|671.31|854.40|1410.44|
2452550|56385|10771|57091|1844056|137|11818|10|28|84|52|112.84|0.00|112.84|47.55|130.00|44.00|68.84|0.00|177.55|
2452743|53098|10341|1560|1435175|1237|32452|4|12|86|25|50.00|4.00|54.00|95.65|2.50|29.00|16.38|4.62|102.15|
2452805|37053|13413|56359|705875|2076|29430|10|30|86|12|100.44|3.01|103.45|81.54|343.32|50.22|6.52|43.70|427.87|
2451604||13756||1393955|||||87|17||||35.41||213.43||0.17||
2452317|32925|17037|34272|1361123|1963|16403|1|13|88|34|146.20|0.00|146.20|22.87|1376.66|86.25|23.38|36.57|1399.53|
2452260|58521|14171|81110|341664|7018|6372|7|13|88|70|1168.30|70.09|1238.39|37.61|1168.30|198.61|96.96|872.73|1276.00|
2451907|56892|17600|74994|751267|6036|8052|8|7|89|1|131.14|0.00|131.14|75.40|53.76|111.46|17.51|2.17|129.16|
2452520|42422|17697|34925|1402848|111|45374|1|35|91|5|0.00|0.00|0.00|76.66|291.95|0.00|0.00|0.00|368.61|
2451501|42569|11077|52989|298152|3782|18612|8|15|93|30|1132.50|0.00|1132.50|92.76|653.40|192.52|28.19|911.79|746.16|
